timestamp,device_id,gas,client,pressure,temperature,volume
2026-04-12 21:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,13.4,18.16,0.536
2026-04-12 22:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,13.38,17.8,0.535
2026-04-12 23:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,13.37,17.17,0.535
2026-04-13 00:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,13.37,16.56,0.535
2026-04-13 01:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,13.36,15.94,0.534
2026-04-13 02:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,13.35,15.73,0.534
2026-04-13 03:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,13.32,15.73,0.533
2026-04-13 04:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,13.31,15.83,0.532
2026-04-13 05:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,13.3,16.41,0.532
2026-04-13 06:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,13.29,16.77,0.532
2026-04-13 07:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,13.27,16.8,0.531
2026-04-13 08:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,13.24,17.05,0.53
2026-04-13 09:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,13.22,17.99,0.529
2026-04-13 10:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,13.22,17.83,0.529
2026-04-13 11:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,13.21,18.23,0.528
2026-04-13 12:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,13.17,19.0,0.527
2026-04-13 13:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,13.12,19.3,0.525
2026-04-13 14:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,13.08,20.41,0.523
2026-04-13 15:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,13.02,21.02,0.521
2026-04-13 16:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,13.02,20.33,0.521
2026-04-13 17:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,13.02,20.23,0.521
2026-04-13 18:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,12.98,19.32,0.519
2026-04-13 19:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,12.99,18.14,0.52
2026-04-13 20:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,12.98,17.84,0.519
2026-04-13 21:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,12.98,17.27,0.519
2026-04-13 22:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,12.96,17.28,0.518
2026-04-13 23:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,12.94,16.77,0.518
2026-04-14 00:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,12.93,16.3,0.517
2026-04-14 01:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,12.93,16.05,0.517
2026-04-14 02:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,12.89,15.68,0.515
2026-04-14 03:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,12.88,15.54,0.515
2026-04-14 04:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,12.85,15.41,0.514
2026-04-14 05:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,12.85,16.1,0.514
2026-04-14 06:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,12.82,16.59,0.513
2026-04-14 07:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,12.81,16.61,0.512
2026-04-14 08:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,12.8,16.85,0.512
2026-04-14 09:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,12.79,17.52,0.512
2026-04-14 10:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,12.76,18.23,0.511
2026-04-14 11:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,12.75,19.17,0.51
2026-04-14 12:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,12.74,19.95,0.51
2026-04-14 13:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,12.72,20.15,0.509
2026-04-14 14:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,12.7,20.27,0.508
2026-04-14 15:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,12.66,20.56,0.507
2026-04-14 16:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,12.65,20.09,0.506
2026-04-14 17:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,12.62,20.17,0.505
2026-04-14 18:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,12.6,19.52,0.504
2026-04-14 19:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,12.6,18.96,0.504
2026-04-14 20:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,12.6,18.24,0.504
2026-04-14 21:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,12.58,17.78,0.503
2026-04-14 22:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,12.54,17.11,0.502
2026-04-14 23:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,12.53,16.68,0.501
2026-04-15 00:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,12.55,16.03,0.502
2026-04-15 01:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,12.56,15.66,0.502
2026-04-15 02:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,12.54,15.5,0.501
2026-04-15 03:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,12.51,15.16,0.5
2026-04-15 04:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,12.5,14.82,0.5
2026-04-15 05:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,12.5,14.9,0.5
2026-04-15 06:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,12.48,15.59,0.499
2026-04-15 07:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,12.45,16.51,0.498
2026-04-15 08:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,12.42,17.69,0.497
2026-04-15 09:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,12.37,18.52,0.495
2026-04-15 10:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,12.34,18.76,0.493
2026-04-15 11:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,12.33,19.75,0.493
2026-04-15 12:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,12.31,19.75,0.492
2026-04-15 13:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,12.28,19.82,0.491
2026-04-15 14:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,12.25,20.02,0.49
2026-04-15 15:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,12.27,20.92,0.491
2026-04-15 16:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,12.24,20.81,0.49
2026-04-15 17:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,12.21,20.71,0.488
2026-04-15 18:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,12.22,21.28,0.489
2026-04-15 19:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,12.2,20.66,0.488
2026-04-15 20:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,12.2,20.15,0.488
2026-04-15 21:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,12.2,19.51,0.488
2026-04-15 22:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,12.18,18.04,0.487
2026-04-15 23:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,12.18,17.55,0.487
2026-04-16 00:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,12.15,16.85,0.486
2026-04-16 01:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,12.13,16.6,0.485
2026-04-16 02:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,12.12,16.61,0.485
2026-04-16 03:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,12.11,16.11,0.484
2026-04-16 04:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,12.1,15.46,0.484
2026-04-16 05:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,12.08,15.18,0.483
2026-04-16 06:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,12.05,15.79,0.482
2026-04-16 07:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,12.02,16.43,0.481
2026-04-16 08:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,12.0,17.06,0.48
2026-04-16 09:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,11.96,17.15,0.478
2026-04-16 10:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,11.95,17.7,0.478
2026-04-16 11:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,11.91,18.05,0.477
2026-04-16 12:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,11.89,19.25,0.476
2026-04-16 13:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,11.89,20.87,0.475
2026-04-16 14:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,11.86,21.72,0.474
2026-04-16 15:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,11.84,21.73,0.474
2026-04-16 16:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,11.83,21.84,0.473
2026-04-16 17:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,11.82,21.49,0.473
2026-04-16 18:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,11.77,20.96,0.471
2026-04-16 19:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,11.77,20.6,0.471
2026-04-16 20:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,11.77,19.68,0.471
2026-04-16 21:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,11.77,19.35,0.471
2026-04-16 22:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,11.74,18.42,0.47
2026-04-16 23:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,11.74,17.26,0.469
2026-04-17 00:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,11.71,16.3,0.468
2026-04-17 01:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,11.67,15.97,0.467
2026-04-17 02:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,11.64,15.62,0.466
2026-04-17 03:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,11.64,15.47,0.466
2026-04-17 04:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,11.6,15.24,0.464
2026-04-17 05:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,11.57,15.18,0.463
2026-04-17 06:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,11.53,16.42,0.461
2026-04-17 07:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,11.53,16.73,0.461
2026-04-17 08:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,11.52,17.58,0.461
2026-04-17 09:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,11.49,17.75,0.46
2026-04-17 10:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,11.49,18.23,0.459
2026-04-17 11:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,11.46,18.54,0.458
2026-04-17 12:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,11.43,19.09,0.457
2026-04-17 13:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,11.42,20.41,0.457
2026-04-17 14:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,11.38,20.28,0.455
2026-04-17 15:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,11.31,20.27,0.453
2026-04-17 16:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,11.28,20.74,0.451
2026-04-17 17:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,11.23,20.54,0.449
2026-04-17 18:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,11.19,19.71,0.448
2026-04-17 19:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,11.16,19.55,0.447
2026-04-17 20:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,11.17,18.77,0.447
2026-04-17 21:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,11.15,18.35,0.446
2026-04-17 22:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,11.15,17.5,0.446
2026-04-17 23:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,11.16,16.67,0.446
2026-04-18 00:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,11.18,16.19,0.447
2026-04-18 01:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,11.19,15.01,0.448
2026-04-18 02:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,11.19,15.09,0.447
2026-04-18 03:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,11.16,15.39,0.447
2026-04-18 04:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,11.13,15.19,0.445
2026-04-18 05:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,11.13,15.21,0.445
2026-04-18 06:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,11.12,15.94,0.445
2026-04-18 07:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,11.13,16.88,0.445
2026-04-18 08:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,11.13,17.57,0.445
2026-04-18 09:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,11.16,17.75,0.446
2026-04-18 10:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,11.15,18.2,0.446
2026-04-18 11:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,11.13,18.94,0.445
2026-04-18 12:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,11.13,19.13,0.445
2026-04-18 13:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,11.14,19.08,0.446
2026-04-18 14:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,11.16,19.22,0.447
2026-04-18 15:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,11.14,19.87,0.446
2026-04-18 16:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,11.14,19.9,0.446
2026-04-18 17:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,11.16,20.22,0.447
2026-04-18 18:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,11.14,19.48,0.446
2026-04-18 19:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,11.12,19.35,0.445
2026-04-18 20:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,11.11,19.48,0.445
2026-04-18 21:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,11.11,18.83,0.444
2026-04-18 22:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,11.11,18.13,0.445
2026-04-18 23:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,11.08,17.61,0.443
2026-04-19 00:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,11.09,17.21,0.443
2026-04-19 01:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,11.1,16.13,0.444
2026-04-19 02:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,11.09,16.0,0.443
2026-04-19 03:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,11.08,15.1,0.443
2026-04-19 04:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,11.1,14.49,0.444
2026-04-19 05:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,11.11,14.8,0.444
2026-04-19 06:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,11.1,15.71,0.444
2026-04-19 07:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,11.09,16.66,0.444
2026-04-19 08:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,11.06,17.71,0.443
2026-04-19 09:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,11.06,18.52,0.442
2026-04-19 10:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,11.06,19.21,0.443
2026-04-19 11:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,11.09,19.42,0.444
2026-04-19 12:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,11.08,20.4,0.443
2026-04-19 13:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,11.07,20.14,0.443
2026-04-19 14:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,11.11,20.27,0.444
2026-04-19 15:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,11.1,20.06,0.444
2026-04-19 16:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,11.1,20.24,0.444
2026-04-19 17:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,11.09,19.52,0.444
2026-04-19 18:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,11.08,19.6,0.443
2026-04-19 19:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,11.08,18.82,0.443
2026-04-19 20:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,11.03,18.39,0.441
2026-04-19 21:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,11.03,18.07,0.441
2026-04-19 22:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,11.04,17.36,0.441
2026-04-19 23:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,11.04,16.28,0.442
2026-04-20 00:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,11.02,15.34,0.441
2026-04-20 01:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,11.02,14.86,0.441
2026-04-20 02:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,11.02,14.12,0.441
2026-04-20 03:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,11.0,13.29,0.44
2026-04-20 04:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,10.99,13.35,0.439
2026-04-20 05:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,10.96,13.64,0.438
2026-04-20 06:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,10.93,13.7,0.437
2026-04-20 07:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,10.91,14.98,0.437
2026-04-20 08:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,10.88,15.24,0.435
2026-04-20 09:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,10.86,15.98,0.435
2026-04-20 10:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,10.85,17.27,0.434
2026-04-20 11:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,10.84,17.99,0.434
2026-04-20 12:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,10.79,18.7,0.432
2026-04-20 13:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,10.78,19.02,0.431
2026-04-20 14:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,10.73,20.49,0.429
2026-04-20 15:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,10.71,20.67,0.428
2026-04-20 16:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,10.69,20.82,0.428
2026-04-20 17:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,10.66,20.93,0.426
2026-04-20 18:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,10.63,20.63,0.425
2026-04-20 19:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,10.62,19.26,0.425
2026-04-20 20:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,10.61,18.51,0.424
2026-04-20 21:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,10.58,17.44,0.423
2026-04-20 22:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,10.56,16.59,0.422
2026-04-20 23:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,10.53,15.93,0.421
2026-04-21 00:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,10.51,15.61,0.42
2026-04-21 01:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,10.5,15.98,0.42
2026-04-21 02:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,10.49,15.35,0.42
2026-04-21 03:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,10.48,15.08,0.419
2026-04-21 04:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,10.46,15.1,0.418
2026-04-21 05:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,10.45,15.11,0.418
2026-04-21 06:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,10.43,15.53,0.417
2026-04-21 07:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,10.4,16.22,0.416
2026-04-21 08:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,10.4,16.93,0.416
2026-04-21 09:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,10.38,18.0,0.415
2026-04-21 10:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,10.33,18.84,0.413
2026-04-21 11:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,10.32,19.02,0.413
2026-04-21 12:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,10.3,19.58,0.412
2026-04-21 13:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,10.29,19.6,0.411
2026-04-21 14:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,10.27,19.27,0.411
2026-04-21 15:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,10.25,19.66,0.41
2026-04-21 16:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,10.21,20.11,0.408
2026-04-21 17:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,10.18,19.62,0.407
2026-04-21 18:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,10.17,19.4,0.407
2026-04-21 19:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,10.13,19.24,0.405
2026-04-21 20:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,10.12,19.22,0.405
2026-04-21 21:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,10.12,18.77,0.405
2026-04-21 22:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,10.1,18.56,0.404
2026-04-21 23:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,10.09,17.4,0.403
2026-04-22 00:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,10.08,16.64,0.403
2026-04-22 01:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,10.06,16.18,0.402
2026-04-22 02:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,10.04,16.13,0.402
2026-04-22 03:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,10.04,15.85,0.402
2026-04-22 04:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,10.02,15.22,0.401
2026-04-22 05:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,10.02,15.5,0.401
2026-04-22 06:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,10.0,15.5,0.4
2026-04-22 07:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,10.01,15.9,0.401
2026-04-22 08:00:00,BTL-AC-0001,Acetileno,Soldaduras Pla,9.97,16.67,0.399
